,Unnamed: 0,chatroom,group,html,id,issue,mentions,sent,text,urls,username,clean
410,411,test_Typescript,test_Typescript,Has yarn still the bug with not installing ex cutables,411,,,2016-12-20 20:31:17,Has yarn still the bug with not installing ex cutables,,con-ssc,problems lead think appium mean support even read various place one anyway
411,412,test_Typescript,test_Typescript,Did they fix yarn? I've had trouble with it dealing with@types/whateveror other sub-repo type stuff like@angular/core,412,,,2016-12-20 20:31:22,Did they fix yarn? I've had trouble with it dealing with@types/whateveror other sub-repo type stuff like@angular/core,,dtabuenc,use previously
412,413,test_Typescript,test_Typescript,like I would have to run it twice for it to work,413,,,2016-12-20 20:31:32,like I would have to run it twice for it to work,,dtabuenc,havent try
413,414,test_Typescript,test_Typescript,but I'm on windows,414,,,2016-12-20 20:31:37,but I'm on windows,,dtabuenc,despite use different server port bootstrap port chromedriver port even udid whether make difference must
414,415,test_Typescript,test_Typescript,couldn’t tell you about executables but it’s been great with@types/whatever,415,,,2016-12-20 20:31:48,couldn’t tell you about executables but it’s been great with@types/whatever,,subvertallchris,appium chromedriverport appium port bootstrap port udid emulators chromedriverport get udid genymotion emulators launch desire emulator type adb devices finally launch test pass additional params port udid platformandroid rspec appiumtest
415,416,test_Typescript,test_Typescript,Yes had the same problem with yarn,416,,,2016-12-20 20:31:50,Yes had the same problem with yarn,,con-ssc,thank reply
416,417,test_Typescript,test_Typescript,are you on linux or unix-like ?,417,,,2016-12-20 20:31:57,are you on linux or unix-like ?,,dtabuenc,work
417,418,test_Typescript,test_Typescript,i am,418,,,2016-12-20 20:32:00,i am,,subvertallchris,check port use
418,419,test_Typescript,test_Typescript,yeah unix works I think.. the@types/bugs are windows related,419,,,2016-12-20 20:32:13,yeah unix works I think.. the@types/bugs are windows related,,dtabuenc,apart one instance another
419,420,test_Typescript,test_Typescript,"i haven’t had any problems with it at all, been using it for a few weeks now",420,,,2016-12-20 20:32:16,"i haven’t had any problems with it at all, been using it for a few weeks now",,subvertallchris,hmm isnt udid
420,421,test_Typescript,test_Typescript,Yarn often left out the package JSON with types,421,,,2016-12-20 20:32:16,Yarn often left out the package JSON with types,,con-ssc,ofcourse use udid port cap
421,422,test_Typescript,test_Typescript,"Yes, agreed",422,,,2016-12-20 20:32:29,"Yes, agreed",,con-ssc,sorry
422,423,test_Typescript,test_Typescript,yarn also somehow adds a BOM character in some package.json files that confuses webpack so haven't been able to fully use it yet,423,,,2016-12-20 20:32:45,yarn also somehow adds a BOM character in some package.json files that confuses webpack so haven't been able to fully use it yet,,dtabuenc,yes start server tell udid tell test code
423,424,test_Typescript,test_Typescript,More issues on WI does,424,,,2016-12-20 20:32:51,More issues on WI does,,con-ssc,run test emulators udid emulator emulator know tell appium
424,425,test_Typescript,test_Typescript,"but hoping to, because it's awesome when it works",425,,,2016-12-20 20:32:55,"but hoping to, because it's awesome when it works",,dtabuenc,parameter set udid emulator well
425,426,test_Typescript,test_Typescript,"that’s a shame. coming from ruby, yarn felt quite familiar and was a nice upgrade over npm",426,,,2016-12-20 20:33:01,"that’s a shame. coming from ruby, yarn felt quite familiar and was a nice upgrade over npm",,subvertallchris,ruby
426,427,test_Typescript,test_Typescript,con-ssc: Version Lense is awesome.. thanks for the tip,427,,,2016-12-20 20:33:36,con-ssc: Version Lense is awesome.. thanks for the tip,,dtabuenc,hmm sure appiumlib check maybe put udid inside file
427,428,test_Typescript,test_Typescript,YW,428,,,2016-12-20 20:34:15,YW,,con-ssc,basically tell driver talk port
428,429,test_Typescript,test_Typescript,"I have to admit, I'm really into all those extensions",429,,,2016-12-20 20:35:57,"I have to admit, I'm really into all those extensions",,con-ssc,figure whatever appium client lib use
429,430,test_Typescript,test_Typescript,just have to be careful sometimes with some lesser-quality extensions,430,,,2016-12-20 20:36:16,just have to be careful sometimes with some lesser-quality extensions,,dtabuenc,use javapythonjs
430,431,test_Typescript,test_Typescript,making things unstable/crashy,431,,,2016-12-20 20:36:28,making things unstable/crashy,,dtabuenc,python
431,432,test_Typescript,test_Typescript,"Yes absolutely, if you have multiple lenses installed that can have some performance impacts",432,,,2016-12-20 20:37:41,"Yes absolutely, if you have multiple lenses installed that can have some performance impacts",,con-ssc,try set udid something random maybe problem
432,433,test_Typescript,test_Typescript,Anyone have experience contributing to DefinitelyTyped?,433,,,2016-12-20 21:08:24,Anyone have experience contributing to DefinitelyTyped?,,subvertallchris,
433,434,test_Typescript,test_Typescript,"It looks like I should clone the entire repo (!) and then runnpm test, which appears to run through the entire directory, says “Testing…” and then exists silently. I do not expect any errors based on the change I made. Travis is failing on the PR and it seems like it has something to do with TypeScript versions — I doubt it was my change. Is this normal?",434,,,2016-12-20 21:13:14,"It looks like I should clone the entire repo (!) and then runnpm test, which appears to run through the entire directory, says “Testing…” and then exists silently. I do not expect any errors based on the change I made. Travis is failing on the PR and it seems like it has something to do with TypeScript versions — I doubt it was my change. Is this normal?",,subvertallchris,know whatwho decide udid emulator
434,435,test_Typescript,test_Typescript,@mseddon so this is weird. This is what I have… [<-CODE->] then below that code I reference the clndr plugin. When I remove the console.log then clndr is no longer available as a function. Any idea why?,435,,mseddon,2016-12-21 17:38:15,@mseddon so this is weird. This is what I have… [<-CODE->] then below that code I reference the clndr plugin. When I remove the console.log then clndr is no longer available as a function. Any idea why?,,jasonbiondo,appium maybe work
435,436,test_Typescript,test_Typescript,jasonbiondo: Are you trying to write a decalration file ?,436,,,2016-12-21 17:38:52,jasonbiondo: Are you trying to write a decalration file ?,,dtabuenc,server know exact udid talk driver know udid appium port talk
436,437,test_Typescript,test_Typescript,I’m trying to use clndr in my ts file,437,,,2016-12-21 17:39:22,I’m trying to use clndr in my ts file,,jasonbiondo,udid unique per deviceemulator
437,438,test_Typescript,test_Typescript,jasonbiondo: But,438,,,2016-12-21 17:39:28,jasonbiondo: But,,goldenreign,nothing appium
438,439,test_Typescript,test_Typescript,since the declaration file is not available,439,,,2016-12-21 17:39:35,since the declaration file is not available,,jasonbiondo,maybe set create avd
439,440,test_Typescript,test_Typescript,jasonbiondo: You need to do something llike this template,440,,,2016-12-21 17:40:23,jasonbiondo: You need to do something llike this template,,dtabuenc,yes
440,441,test_Typescript,test_Typescript,[<-LINK->],441,,,2016-12-21 17:40:24,[<-LINK->],,dtabuenc,okay try
441,442,test_Typescript,test_Typescript,dtabuenc: hmm I see. Seems a bit confusing. Is there a boilerplate example anywhere for converting a jquery plugin?,442,,,2016-12-21 17:42:21,dtabuenc: hmm I see. Seems a bit confusing. Is there a boilerplate example anywhere for converting a jquery plugin?,,jasonbiondo,emulatoravd run
442,443,test_Typescript,test_Typescript,jasonbiondo: what I gave you is pretty close... you'd dodeclare module 'jquery'{ ...],443,,,2016-12-21 17:42:59,jasonbiondo: what I gave you is pretty close... you'd dodeclare module 'jquery'{ ...],,dtabuenc,type adb devices give udid
443,444,test_Typescript,test_Typescript,and add stuff to the interface,444,,,2016-12-21 17:43:10,and add stuff to the interface,,dtabuenc,thank hardik right back need switch windows macos developmenttesting
444,445,test_Typescript,test_Typescript,wouldn’t it be declare module cldnr?,445,,,2016-12-21 17:43:21,wouldn’t it be declare module cldnr?,,jasonbiondo,hmm think work way expect
445,446,test_Typescript,test_Typescript,no ...,446,,,2016-12-21 17:43:29,no ...,,dtabuenc,launch one emulator android andadb devicesgave emulator quit emulator launch another one android time adb devicesalso give emulator
446,447,test_Typescript,test_Typescript,you are augmenting jquery,447,,,2016-12-21 17:43:37,you are augmenting jquery,,dtabuenc,start first emulator android udid appear emulator
447,448,test_Typescript,test_Typescript,I see,448,,,2016-12-21 17:43:42,I see,,jasonbiondo,dont know maybe problem appium
448,449,test_Typescript,test_Typescript,here's another problem,449,,,2016-12-21 22:01:00,here's another problem,,johnfn,idea try use avdargs capability pass port parameter emulator set console port number emulator instance console port number must even integer inclusive must free reserve adb
449,450,test_Typescript,test_Typescript,[<-CODE->],450,,,2016-12-21 22:01:09,[<-CODE->],,johnfn,may make udid consistent least
450,451,test_Typescript,test_Typescript,but note that this is fine:,451,,,2016-12-21 22:02:21,but note that this is fine:,,johnfn,end decide create issue github
451,452,test_Typescript,test_Typescript,[<-CODE->],452,,,2016-12-21 22:02:25,[<-CODE->],,johnfn,guysegal testid observable effect appium set couple image react native android app appium pagesource didnt change suppose work
452,453,test_Typescript,test_Typescript,and again you actually need to use generics?,453,,,2016-12-21 22:15:00,and again you actually need to use generics?,,dtabuenc,forki add properties component prop
453,454,test_Typescript,test_Typescript,hahaha,454,,,2016-12-21 22:16:09,hahaha,,johnfn,testid testid accessibletrue accessibilitylabeltestid
454,455,test_Typescript,test_Typescript,dont you know i just put <T> on all my methods for fun by now? ;-),455,,,2016-12-21 22:16:21,dont you know i just put <T> on all my methods for fun by now? ;-),,johnfn,android work place youll put difficulties understand work ios
455,456,test_Typescript,test_Typescript,"alright, let me explain what im doing",456,,,2016-12-21 22:16:28,"alright, let me explain what im doing",,johnfn,component prop reachable appium android always appium ios
456,457,test_Typescript,test_Typescript,im writing a clone() method,457,,,2016-12-21 22:16:33,im writing a clone() method,,johnfn,probably something wrong
457,458,test_Typescript,test_Typescript,that recursively clones a JS obj,458,,,2016-12-21 22:16:44,that recursively clones a JS obj,,johnfn,anyone ever execute test two android devices connect appium server get error message
458,459,test_Typescript,test_Typescript,so i do something liketype MyObject = number | string | boolean | Buffer,459,,,2016-12-21 22:17:03,so i do something liketype MyObject = number | string | boolean | Buffer,,johnfn,new session create detail problem get session data driver type androiddriver implement get driverdata
459,460,test_Typescript,test_Typescript,"i even have{ [key: string]: MyObject }in there, but it's not really relevant",460,,,2016-12-21 22:17:22,"i even have{ [key: string]: MyObject }in there, but it's not really relevant",,johnfn,weird thing test ios android devices connect run successfully
460,461,test_Typescript,test_Typescript,"but yeah, the idea is that i want the signature of my clone method to befunction clone<T extends GenericObject>(x: T): T",461,,,2016-12-21 22:18:08,"but yeah, the idea is that i want the signature of my clone method to befunction clone<T extends GenericObject>(x: T): T",,johnfn,guysegal find element appium selector
461,462,test_Typescript,test_Typescript,"in order to ensure that when i try to clone something, i've actually written a rule for how it should be cloned, so i dont accidentally try to clone something i can't.",462,,,2016-12-21 22:18:29,"in order to ensure that when i try to clone something, i've actually written a rule for how it should be cloned, so i dont accidentally try to clone something i can't.",,johnfn,yes use accessibility selector
462,463,test_Typescript,test_Typescript,"hopefully that's a simple and understandable use case, perhaps unlike yesterday ;-)",463,,,2016-12-21 22:18:51,"hopefully that's a simple and understandable use case, perhaps unlike yesterday ;-)",,johnfn,xpath
463,464,test_Typescript,test_Typescript,but you don't have to make x be of type T,464,,,2016-12-21 22:18:53,but you don't have to make x be of type T,,dtabuenc,always think testid somehow map resourceid
464,465,test_Typescript,test_Typescript,hm?,465,,,2016-12-21 22:19:02,hm?,,johnfn,anyone use appium node seem directiondownto work
465,466,test_Typescript,test_Typescript,nevermind I see it now,466,,,2016-12-21 22:22:14,nevermind I see it now,,dtabuenc,try use touchaction say yet implement
466,467,test_Typescript,test_Typescript,"write up another issue, they seem to be really responsive.",467,,,2016-12-21 22:22:23,"write up another issue, they seem to be really responsive.",,dtabuenc,try use touchaction say yet implement
467,468,test_Typescript,test_Typescript,kk,468,,,2016-12-21 22:22:52,kk,,johnfn,none touch action implement
468,469,test_Typescript,test_Typescript,"since the answer to the last one i got, im kind of scared about typescript",469,,,2016-12-21 22:23:01,"since the answer to the last one i got, im kind of scared about typescript",,johnfn,particular touchaction method isnt
469,470,test_Typescript,test_Typescript,"where it seems okay until you do soemthing complicated and then its like ""heh you cant do that because of really arcane javascript reasons""",470,,,2016-12-21 22:23:21,"where it seems okay until you do soemthing complicated and then its like ""heh you cant do that because of really arcane javascript reasons""",,johnfn,dont use node appium use ruby instead
470,471,test_Typescript,test_Typescript,"and i cry a little and refresh the ""is web assembly available yet"" page",471,,,2016-12-21 22:23:38,"and i cry a little and refresh the ""is web assembly available yet"" page",,johnfn,always use touchaction class scroll
471,472,test_Typescript,test_Typescript,"Well on yesterday's you ended up getting a response from Mr Typescript himself, saying it should be possible to make it work",472,,,2016-12-21 22:24:48,"Well on yesterday's you ended up getting a response from Mr Typescript himself, saying it should be possible to make it work",,dtabuenc,try
472,473,test_Typescript,test_Typescript,"oh, i mean this one: [<-LINK->]",473,,,2016-12-21 22:25:13,"oh, i mean this one: [<-LINK->]",,johnfn,get error say yet implement
473,474,test_Typescript,test_Typescript,"the union type parameterization was more heartening, i agree",474,,,2016-12-21 22:25:34,"the union type parameterization was more heartening, i agree",,johnfn,try use mobile scroll gettingunexpected error uiascrollview
474,475,test_Typescript,test_Typescript,at this point im hesitant to call anything i find in typescript a bug,475,,,2016-12-21 22:27:44,at this point im hesitant to call anything i find in typescript a bug,,johnfn,appium movetox ruby code work
475,476,test_Typescript,test_Typescript,"everything i find is always ""oh hah thats by design""",476,,,2016-12-21 22:28:04,"everything i find is always ""oh hah thats by design""",,johnfn,ios
476,477,test_Typescript,test_Typescript,"at some point im going to find that they constant fold 2+2 to be 5 and open an issue and they're gonna be like ""nah thats on purpose""",477,,,2016-12-21 22:28:30,"at some point im going to find that they constant fold 2+2 to be 5 and open an issue and they're gonna be like ""nah thats on purpose""",,johnfn,follow
477,478,test_Typescript,test_Typescript,(disclaimer: typescript is awesome and i use it all the time),478,,,2016-12-21 22:28:56,(disclaimer: typescript is awesome and i use it all the time),,johnfn,node
478,479,test_Typescript,test_Typescript,anyone know how to check for instances of vendor-specific apis?,479,,,2016-12-22 02:35:04,anyone know how to check for instances of vendor-specific apis?,,stevekane,get placeholder text textbox
479,480,test_Typescript,test_Typescript,"liek for example, how do I check if window.mozRequestAnimationFrame is defined?",480,,,2016-12-22 02:35:18,"liek for example, how do I check if window.mozRequestAnimationFrame is defined?",,stevekane,know represent api request
480,481,test_Typescript,test_Typescript,vs msRequestAnimationFrame etc,481,,,2016-12-22 02:35:24,vs msRequestAnimationFrame etc,,stevekane,
481,482,test_Typescript,test_Typescript,stevekane: you mean so typescript won't complain? I'd doif (window['mozRequestAnimationFrame']) {...,482,,,2016-12-22 05:00:59,stevekane: you mean so typescript won't complain? I'd doif (window['mozRequestAnimationFrame']) {...,,spacejack,use appium beta version automate native appin app redirect web viewcan anybody please help automate need context switch
482,483,test_Typescript,test_Typescript,Otherwise I'd just use a requestAnimationFrame polyfill.,483,,,2016-12-22 05:02:07,Otherwise I'd just use a requestAnimationFrame polyfill.,,spacejack,new group please help get source
483,484,test_Typescript,test_Typescript,spacejack: TypeScript used to interpret bracket notation as kind of any,484,,,2016-12-22 08:40:55,spacejack: TypeScript used to interpret bracket notation as kind of any,,con-ssc,start appium terminal way test access jenkins run script
484,485,test_Typescript,test_Typescript,"Hi guys, I am having a hard time getting@types/cal-heatmapto work inside an Angular2/ionic2 project. The d.ts doesn't export anything, what do I have to add to benefit from the typings in this case? Here they are: [<-LINK->]",485,,,2016-12-23 00:38:40,"Hi guys, I am having a hard time getting@types/cal-heatmapto work inside an Angular2/ionic2 project. The d.ts doesn't export anything, what do I have to add to benefit from the typings in this case? Here they are: [<-LINK->]",,thaDude,help int egrate xcode server appium test
485,486,test_Typescript,test_Typescript,"For now, I use adeclarations.d.tsin my project where I putdeclare module ""cal-heatmap"";but this is only to make the transpiler shut up.",486,,,2016-12-23 00:39:32,"For now, I use adeclarations.d.tsin my project where I putdeclare module ""cal-heatmap"";but this is only to make the transpiler shut up.",,thaDude,integrate
486,487,test_Typescript,test_Typescript,thaDude: They are just global declarations,487,,,2016-12-23 01:44:36,thaDude: They are just global declarations,,dtabuenc,execute code machine appium
487,488,test_Typescript,test_Typescript,so you just install them and use them... no need to import anything.,488,,,2016-12-23 01:44:43,so you just install them and use them... no need to import anything.,,dtabuenc,anyone able interact ios pickerwheel use
488,489,test_Typescript,test_Typescript,The declarations assume that there is a globalCalHeatMapvariable,489,,,2016-12-23 01:45:34,The declarations assume that there is a globalCalHeatMapvariable,,dtabuenc,try run safari test real ios device work simulator android device get apple phone run appium
489,490,test_Typescript,test_Typescript,thaDude: You can do this to make it more friendly so you can import: [<-CODE->],490,,,2016-12-23 01:49:29,thaDude: You can do this to make it more friendly so you can import: [<-CODE->],,dtabuenc,work previously appium ios
490,491,test_Typescript,test_Typescript,put that in yourdeclrations.d.ts,491,,,2016-12-23 01:49:56,put that in yourdeclrations.d.ts,,dtabuenc,update phone appium
491,492,test_Typescript,test_Typescript,and then do [<-CODE->] in your files.,492,,,2016-12-23 01:50:16,and then do [<-CODE->] in your files.,,dtabuenc,get
492,493,test_Typescript,test_Typescript,dtabuenc: Thanks for the tip. I'll try that.,493,,,2016-12-23 09:09:07,dtabuenc: Thanks for the tip. I'll try that.,,thaDude,mjsonwp encounter internal error run command
493,494,test_Typescript,test_Typescript,[<-CODE->] Hi @dtabuenc. Thanks a lot! This does work but for me it's still black magic. Are there more comprehensive resources than the official TS doc to learn about how to write declaration files? I don't want to come asking for help here overtime I use a new JS library in my project. [<-CODE->] [<-CODE->] [<-CODE->],494,,,2016-12-23 19:40:16,[<-CODE->] Hi @dtabuenc. Thanks a lot! This does work but for me it's still black magic. Are there more comprehensive resources than the official TS doc to learn about how to write declaration files? I don't want to come asking for help here overtime I use a new JS library in my project. [<-CODE->] [<-CODE->] [<-CODE->],,thaDude,sure undefined command creep
494,495,test_Typescript,test_Typescript,that just describes a constructor,495,,,2016-12-23 20:56:27,that just describes a constructor,,dtabuenc,seem fail first
495,496,test_Typescript,test_Typescript,so if you have a variable:,496,,,2016-12-23 20:56:49,so if you have a variable:,,dtabuenc,turn part problem lcokdown inaccessible
496,497,test_Typescript,test_Typescript,[<-CODE->] the new in that interface is what allows you to do [<-CODE->],497,,,2016-12-23 20:57:20,[<-CODE->] the new in that interface is what allows you to do [<-CODE->],,dtabuenc,sudo chmod vardblockdown
497,498,test_Typescript,test_Typescript,if the new wasn't in the interface then that would not compile,498,,,2016-12-23 20:57:36,if the new wasn't in the interface then that would not compile,,dtabuenc,anyone issue latest intelij javatestngcucumber keep get test find clean project setup
498,499,test_Typescript,test_Typescript,Think of interfaces as a description of what you can do with the object they describe.,499,,,2016-12-23 20:58:08,Think of interfaces as a description of what you can do with the object they describe.,,dtabuenc,create new local repo recloned opeend intelij work
499,500,test_Typescript,test_Typescript,[<-CODE->] Just declares that there is a global constant calledCalHeatMapand the things you can do with it are describe by the interfaceCalHeatMapStatic,500,,,2016-12-23 21:00:50,[<-CODE->] Just declares that there is a global constant calledCalHeatMapand the things you can do with it are describe by the interfaceCalHeatMapStatic,,dtabuenc,guy appium instal mac create ios simulator iphone version use xcode able launch web app put script update xcode simulator launch run script
500,501,test_Typescript,test_Typescript,which means that the thing you can do with that constant is callnew CalHeatMap()and you will get back an object which you can do the things described in theCalHeatMapinterface.,501,,,2016-12-23 21:01:50,which means that the thing you can do with that constant is callnew CalHeatMap()and you will get back an object which you can do the things described in theCalHeatMapinterface.,,dtabuenc,execute test use real ios device certain step take use developer real ios device work
501,502,test_Typescript,test_Typescript,Hello,502,,,2016-12-28 09:42:34,Hello,,peeter-tomberg,use xcode appium
502,503,test_Typescript,test_Typescript,Can I use mapped types with generics somehow?,503,,,2016-12-28 09:43:13,Can I use mapped types with generics somehow?,,peeter-tomberg,xcode replace instrumentation xctests
503,504,test_Typescript,test_Typescript,For example: [<-CODE->],504,,,2016-12-28 09:44:22,For example: [<-CODE->],,peeter-tomberg,upgrade appium
504,505,test_Typescript,test_Typescript,[<-CODE->],505,,,2016-12-28 09:45:56,[<-CODE->],,peeter-tomberg,
505,506,test_Typescript,test_Typescript,"So errors should be typehinted as errors.key1 and errors.key2, both resolving to strings and both being optional",506,,,2016-12-28 09:47:20,"So errors should be typehinted as errors.key1 and errors.key2, both resolving to strings and both being optional",,peeter-tomberg,able test real device use xcode
506,507,test_Typescript,test_Typescript,[<-LINK->] is the error I get,507,,,2016-12-28 09:52:12,[<-LINK->] is the error I get,,peeter-tomberg,take bite update get
507,508,test_Typescript,test_Typescript,Same error if I leave errors as an empty object [<-CODE->],508,,,2016-12-28 09:52:50,Same error if I leave errors as an empty object [<-CODE->],,peeter-tomberg,video good job tell
508,509,test_Typescript,test_Typescript,"Could someone tell me: I have created a utility class with export class Utility { formatDate() { } } And to use it in a component, I create a variable of that class ie: util = new Utility(); and the to use the formatDate() function I just call util.formatDate(); My question is this, in C# if you create a 'static' class with a public static function, you don't have to instantiate the class with new. Can you do that with typescript ? What I'm wondering is if I can just do Utility.formatDate()",509,,,2016-12-30 23:11:42,"Could someone tell me: I have created a utility class with export class Utility { formatDate() { } } And to use it in a component, I create a variable of that class ie: util = new Utility(); and the to use the formatDate() function I just call util.formatDate(); My question is this, in C# if you create a 'static' class with a public static function, you don't have to instantiate the class with new. Can you do that with typescript ? What I'm wondering is if I can just do Utility.formatDate()",,duckkiller53,available mac
509,510,test_Typescript,test_Typescript,yes you can do that,510,,,2016-12-30 23:48:01,yes you can do that,,con-ssc,yes
510,511,test_Typescript,test_Typescript,if the class has a static function you don't need to invoke it with new,511,,,2016-12-30 23:48:32,if the class has a static function you don't need to invoke it with new,,con-ssc,appium dmg run everything via command line
511,512,test_Typescript,test_Typescript,I'm not sure that's corect. Should the type ofmatchersbe Matchers?,512,,,2017-01-02 20:38:26,I'm not sure that's corect. Should the type ofmatchersbe Matchers?,,dtabuenc,use xcdoe
512,513,test_Typescript,test_Typescript,or an array of some sort?,513,,,2017-01-02 20:38:30,or an array of some sort?,,dtabuenc,appium work
513,514,test_Typescript,test_Typescript,I think that should be fine because he redefined another interface inside that module,514,,,2017-01-02 20:38:51,I think that should be fine because he redefined another interface inside that module,,abelmokadem,wont able target ios device
514,515,test_Typescript,test_Typescript,That matches the matchers object,515,,,2017-01-02 20:39:03,That matches the matchers object,,abelmokadem,support ios
515,516,test_Typescript,test_Typescript,what do your exports look like for test-matchers ?,516,,,2017-01-02 20:39:13,what do your exports look like for test-matchers ?,,dtabuenc,nope
516,517,test_Typescript,test_Typescript,[<-CODE->],517,,,2017-01-02 20:39:31,[<-CODE->],,abelmokadem,anything ios require xcode
517,518,test_Typescript,test_Typescript,hmm.. should you be doing export default?,518,,,2017-01-02 20:40:50,hmm.. should you be doing export default?,,dtabuenc,ios update latest version possible downgrade
518,519,test_Typescript,test_Typescript,it's typically better not to if you intend to be used from node js,519,,,2017-01-02 20:40:54,it's typically better not to if you intend to be used from node js,,dtabuenc,nope
519,520,test_Typescript,test_Typescript,He exporting both default and named,520,,,2017-01-02 20:41:16,He exporting both default and named,,O4epegb,well sorta lie
520,521,test_Typescript,test_Typescript,"oh I missed that.. I would remove the unecessary ""namespacing"" around the named one",521,,,2017-01-02 20:41:57,"oh I missed that.. I would remove the unecessary ""namespacing"" around the named one",,dtabuenc,setup certificate provision apple developer site work
521,522,test_Typescript,test_Typescript,Yeah I was wondering,522,,,2017-01-02 20:42:08,Yeah I was wondering,,abelmokadem,downgrade short window basically apples activation server remove older ios version remember immediate days
522,523,test_Typescript,test_Typescript,just export jasmineMatchers,523,,,2017-01-02 20:42:13,just export jasmineMatchers,,dtabuenc,believe need developer team account get work sure perhaps answer
523,524,test_Typescript,test_Typescript,people will name it whatever they want when they import,524,,,2017-01-02 20:42:23,people will name it whatever they want when they import,,dtabuenc,thats fine leave enable automation
524,525,test_Typescript,test_Typescript,Yeah I was about to ask that,525,,,2017-01-02 20:42:26,Yeah I was about to ask that,,abelmokadem,yea company get dev team figure way make script run real device
525,526,test_Typescript,test_Typescript,what are the matchers though?,526,,,2017-01-02 20:42:42,what are the matchers though?,,dtabuenc,android real device setup ios seem little tricky
526,527,test_Typescript,test_Typescript,are they an array of some interface from jasmine?,527,,,2017-01-02 20:42:46,are they an array of some interface from jasmine?,,dtabuenc,cool thnx check
527,528,test_Typescript,test_Typescript,An object of string: functions,528,,,2017-01-02 20:42:58,An object of string: functions,,abelmokadem,anyone give link download appium show option site
528,529,test_Typescript,test_Typescript,abelmokadem: [<-CODE->],529,,,2017-01-02 20:45:57,abelmokadem: [<-CODE->],,dtabuenc,none
529,530,test_Typescript,test_Typescript,actually don't make your own type,530,,,2017-01-02 20:47:05,actually don't make your own type,,dtabuenc,say dmg
530,531,test_Typescript,test_Typescript,"Yeah I’m trying that out now, I think it’s working@dtabuenc",531,,,2017-01-02 20:47:08,"Yeah I’m trying that out now, I think it’s working@dtabuenc",,abelmokadem,way download
531,532,test_Typescript,test_Typescript,There's a CustomMatcherFactory,532,,,2017-01-02 20:47:10,There's a CustomMatcherFactory,,dtabuenc,npm
532,533,test_Typescript,test_Typescript,[<-CODE->],533,,,2017-01-02 20:47:36,[<-CODE->],,dtabuenc,
533,534,test_Typescript,test_Typescript,[<-CODE->],534,,,2017-01-02 20:47:46,[<-CODE->],,dtabuenc,kind dependencies need install run android web test case appium
534,535,test_Typescript,test_Typescript,Is there a reason you're sticking to plain ES6 rather than just writing this all in TS? It would give you the typings for free if you did that.,535,,,2017-01-02 20:48:37,Is there a reason you're sticking to plain ES6 rather than just writing this all in TS? It would give you the typings for free if you did that.,,dtabuenc,idea locate element different android version contentdesc attribute
535,536,test_Typescript,test_Typescript,"abelmokadem: Actually, refining things a bit more, if you are actually creating a module you can import from elsewhere then this should be more correct: [<-CODE->]",536,,,2017-01-02 20:59:30,"abelmokadem: Actually, refining things a bit more, if you are actually creating a module you can import from elsewhere then this should be more correct: [<-CODE->]",,dtabuenc,long time since work appium contentdesc map name text
536,537,test_Typescript,test_Typescript,"Nice, I’m almost ready to push out an update",537,,,2017-01-02 20:59:53,"Nice, I’m almost ready to push out an update",,abelmokadem,try google say name
537,538,test_Typescript,test_Typescript,The first part basically means you are merging with theglobalnamespace/interface,538,,,2017-01-02 21:00:46,The first part basically means you are merging with theglobalnamespace/interface,,dtabuenc,unable locate use name
538,539,test_Typescript,test_Typescript,all other exports in your file are what your module exports...,539,,,2017-01-02 21:01:02,all other exports in your file are what your module exports...,,dtabuenc,worst case always try npm uninstall npm install
539,540,test_Typescript,test_Typescript,so you would also add a default export if you wanted,540,,,2017-01-02 21:01:06,so you would also add a default export if you wanted,,dtabuenc,reinstall dependencies
540,541,test_Typescript,test_Typescript,"although I would just get rid of the default experts, and just do a named exports... default exports just complicate things with little value (e.g. doing: [<-CODE->] vs [<-CODE->]",541,,,2017-01-02 21:02:55,"although I would just get rid of the default experts, and just do a named exports... default exports just complicate things with little value (e.g. doing: [<-CODE->] vs [<-CODE->]",,dtabuenc,support latest appium heve alternative
541,542,test_Typescript,test_Typescript,I removed all the default exports,542,,,2017-01-02 21:02:56,I removed all the default exports,,abelmokadem,use accessibility instead name
542,543,test_Typescript,test_Typescript,"Exactly , just complicates things",543,,,2017-01-02 21:03:16,"Exactly , just complicates things",,abelmokadem,write sample
543,544,test_Typescript,test_Typescript,"Update should be out in a bit, just pushed some updates",544,,,2017-01-02 21:04:00,"Update should be out in a bit, just pushed some updates",,abelmokadem,
544,545,test_Typescript,test_Typescript,"Whoops, made a mistake. Pushing out another fix. I’ll let you know if it works",545,,,2017-01-02 21:07:11,"Whoops, made a mistake. Pushing out another fix. I’ll let you know if it works",,abelmokadem,
545,546,test_Typescript,test_Typescript,It’s working guys!@dtabuenc@O4epegbthx a lot!,546,,,2017-01-02 21:22:22,It’s working guys!@dtabuenc@O4epegbthx a lot!,,abelmokadem,name ideally work
546,547,test_Typescript,test_Typescript,[<-LINK->],547,,,2017-01-03 00:10:34,[<-LINK->],,abelmokadem,
547,548,test_Typescript,test_Typescript,dtabuenc: @O4epegbfinally!,548,,,2017-01-03 00:10:47,dtabuenc: @O4epegbfinally!,,abelmokadem,make code case name search content description text well
